Date & Time,Twin Member,Twin Standard,King Member,King Standard,Lowest Price,Lowest Room,Lowest Rate Type
2026-09-16 02:07:28,13221,14690,14121,15690,13221,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-16 02:36:11,13221,14690,14121,15690,13221,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-16 03:05:52,13221,14690,14121,15690,13221,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-16 03:36:43,13221,14690,14121,15690,13221,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-16 04:06:37,13221,14690,14121,15690,13221,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-16 04:35:55,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-16 05:06:20,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-16 05:38:11,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-16 06:12:01,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-16 06:36:13,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-16 07:06:35,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-16 07:36:39,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-16 08:09:01,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-16 08:36:36,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-16 09:09:10,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-16 09:36:23,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-16 10:09:48,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-16 10:35:59,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-16 11:08:17,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-16 11:37:52,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-16 12:13:03,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-16 12:37:29,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-16 13:09:01,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-16 13:36:48,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-16 14:10:10,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-16 14:36:36,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-16 15:09:25,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-16 15:36:29,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-16 16:09:19,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-16 16:36:25,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-16 17:09:24,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-16 17:38:07,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-16 18:12:54,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-16 18:39:47,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-16 19:09:24,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-16 19:37:07,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-16 20:09:10,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-16 20:36:53,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-16 21:08:22,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-16 21:37:24,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-16 22:08:21,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-16 22:35:59,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-16 23:07:36,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-16 23:37:39,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-17 00:11:24,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-17 00:35:48,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-17 01:06:43,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-17 01:37:42,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-17 02:08:43,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-17 02:36:40,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-17 03:08:51,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-17 03:36:01,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-17 04:07:13,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-17 04:36:31,13266,14740,14166,15740,13266,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-17 05:06:49,13023,14470,13923,15470,13023,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-17 05:37:49,13023,14470,13923,15470,13023,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-17 06:12:40,13023,14470,13923,15470,13023,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-17 06:36:41,13023,14470,13923,15470,13023,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-17 07:07:48,13023,14470,13923,15470,13023,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-17 07:36:35,13023,14470,13923,15470,13023,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-17 08:08:38,13023,14470,13923,15470,13023,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-17 08:36:16,13023,14470,13923,15470,13023,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-17 09:09:28,13023,14470,13923,15470,13023,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-17 09:36:39,13023,14470,13923,15470,13023,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-17 10:09:20,13023,14470,13923,15470,13023,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-17 10:36:12,13023,14470,13923,15470,13023,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-17 11:08:29,13023,14470,13923,15470,13023,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-17 11:38:11,13023,14470,13923,15470,13023,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-17 12:12:54,13023,14470,13923,15470,13023,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-17 12:38:05,13023,14470,13923,15470,13023,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-17 13:09:49,13023,14470,13923,15470,13023,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-17 13:37:03,13023,14470,13923,15470,13023,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-17 14:08:20,13023,14470,13923,15470,13023,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-17 14:36:21,13023,14470,13923,15470,13023,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-17 15:09:21,13023,14470,13923,15470,13023,SUPERIOR ROOM TWIN BED,MEMBER
2026-09-17 15:36:22,13023,14470,13923,15470,13023,SUPERIOR ROOM TWIN BED,MEMBER
